reactions,metabolites,metabolitestotal,gpr,genes
RNTR1_num2,trdrd_c,trdrd,YGR209C,YGR209C
RNTR2_num2,trdrd_c,trdrd,YGR209C,YGR209C
RNTR3_num2,trdrd_c,trdrd,YLR043C,YLR043C
PROTRS_num2,pro__L_c,pro__L,YHR020W,YHR020W
PROTRS_num2,trnapro_c,trnapro,YHR020W,YHR020W
RNTR4_num2,trdrd_c,trdrd,YGR209C,YGR209C
PROt2r_num2,pro__L_e,pro__L,YOR348C,YOR348C
SBPP1er_num2,h2o_r,h2o_r,YKR053C,YKR053C
SBPP1er_num2,sph1p_r,sph1p_r,YKR053C,YKR053C
SBPP2er_num2,h2o_r,h2o_r,YKR053C,YKR053C
SBPP2er_num2,psph1p_r,psph1p_r,YKR053C,YKR053C
SUCD1m_num2,fad_m,fad_m,YDR178W and YKL148C and YLL041C and YMR118C,YDR178W
SUCD1m_num2,fad_m,fad_m,YDR178W and YKL148C and YLL041C and YMR118C,YLL041C
SUCD1m_num2,fad_m,fad_m,YDR178W and YKL148C and YLL041C and YMR118C,YMR118C
SUCD1m_num2,fad_m,fad_m,YDR178W and YKL148C and YLL041C and YMR118C,YKL148C
SUCD1m_num2,succ_m,succ_m,YDR178W and YKL148C and YLL041C and YMR118C,YDR178W
SUCD1m_num2,succ_m,succ_m,YDR178W and YKL148C and YLL041C and YMR118C,YLL041C
SUCD1m_num2,succ_m,succ_m,YDR178W and YKL148C and YLL041C and YMR118C,YMR118C
SUCD1m_num2,succ_m,succ_m,YDR178W and YKL148C and YLL041C and YMR118C,YKL148C
SUCD1m_num3,fad_m,fad_m,YDR178W and YJL045W and YKL141W and YLL041C,YDR178W
SUCD1m_num3,fad_m,fad_m,YDR178W and YJL045W and YKL141W and YLL041C,YLL041C
SUCD1m_num3,fad_m,fad_m,YDR178W and YJL045W and YKL141W and YLL041C,YKL141W
SUCD1m_num3,fad_m,fad_m,YDR178W and YJL045W and YKL141W and YLL041C,YJL045W
SUCD1m_num3,succ_m,succ_m,YDR178W and YJL045W and YKL141W and YLL041C,YDR178W
SUCD1m_num3,succ_m,succ_m,YDR178W and YJL045W and YKL141W and YLL041C,YLL041C
SUCD1m_num3,succ_m,succ_m,YDR178W and YJL045W and YKL141W and YLL041C,YKL141W
SUCD1m_num3,succ_m,succ_m,YDR178W and YJL045W and YKL141W and YLL041C,YJL045W
SUCD1m_num4,fad_m,fad_m,YDR178W and YKL141W and YKL148C and YLL041C,YDR178W
SUCD1m_num4,fad_m,fad_m,YDR178W and YKL141W and YKL148C and YLL041C,YLL041C
SUCD1m_num4,fad_m,fad_m,YDR178W and YKL141W and YKL148C and YLL041C,YKL141W
SUCD1m_num4,fad_m,fad_m,YDR178W and YKL141W and YKL148C and YLL041C,YKL148C
SUCD1m_num4,succ_m,succ_m,YDR178W and YKL141W and YKL148C and YLL041C,YDR178W
SUCD1m_num4,succ_m,succ_m,YDR178W and YKL141W and YKL148C and YLL041C,YLL041C
SUCD1m_num4,succ_m,succ_m,YDR178W and YKL141W and YKL148C and YLL041C,YKL141W
SUCD1m_num4,succ_m,succ_m,YDR178W and YKL141W and YKL148C and YLL041C,YKL148C
SUCD2_u6m_num2,q6_m,q6_m,YKL141W and YKL148C and YLL041C and YLR164W,YLL041C
SUCD2_u6m_num2,q6_m,q6_m,YKL141W and YKL148C and YLL041C and YLR164W,YLR164W
SUCD2_u6m_num2,q6_m,q6_m,YKL141W and YKL148C and YLL041C and YLR164W,YKL141W
SUCD2_u6m_num2,q6_m,q6_m,YKL141W and YKL148C and YLL041C and YLR164W,YKL148C
SUCD2_u6m_num2,succ_m,succ_m,YKL141W and YKL148C and YLL041C and YLR164W,YLL041C
SUCD2_u6m_num2,succ_m,succ_m,YKL141W and YKL148C and YLL041C and YLR164W,YLR164W
SUCD2_u6m_num2,succ_m,succ_m,YKL141W and YKL148C and YLL041C and YLR164W,YKL141W
SUCD2_u6m_num2,succ_m,succ_m,YKL141W and YKL148C and YLL041C and YLR164W,YKL148C
SUCD2_u6m_num3,q6_m,q6_m,YDR178W and YKL148C and YLL041C and YMR118C,YDR178W
SUCD2_u6m_num3,q6_m,q6_m,YDR178W and YKL148C and YLL041C and YMR118C,YLL041C
SUCD2_u6m_num3,q6_m,q6_m,YDR178W and YKL148C and YLL041C and YMR118C,YMR118C
SUCD2_u6m_num3,q6_m,q6_m,YDR178W and YKL148C and YLL041C and YMR118C,YKL148C
SUCD2_u6m_num3,succ_m,succ_m,YDR178W and YKL148C and YLL041C and YMR118C,YDR178W
SUCD2_u6m_num3,succ_m,succ_m,YDR178W and YKL148C and YLL041C and YMR118C,YLL041C
SUCD2_u6m_num3,succ_m,succ_m,YDR178W and YKL148C and YLL041C and YMR118C,YMR118C
SUCD2_u6m_num3,succ_m,succ_m,YDR178W and YKL148C and YLL041C and YMR118C,YKL148C
SUCD2_u6m_num4,q6_m,q6_m,YDR178W and YJL045W and YKL141W and YLL041C,YDR178W
SUCD2_u6m_num4,q6_m,q6_m,YDR178W and YJL045W and YKL141W and YLL041C,YLL041C
SUCD2_u6m_num4,q6_m,q6_m,YDR178W and YJL045W and YKL141W and YLL041C,YKL141W
SUCD2_u6m_num4,q6_m,q6_m,YDR178W and YJL045W and YKL141W and YLL041C,YJL045W
SUCD2_u6m_num4,succ_m,succ_m,YDR178W and YJL045W and YKL141W and YLL041C,YDR178W
SUCD2_u6m_num4,succ_m,succ_m,YDR178W and YJL045W and YKL141W and YLL041C,YLL041C
SUCD2_u6m_num4,succ_m,succ_m,YDR178W and YJL045W and YKL141W and YLL041C,YKL141W
SUCD2_u6m_num4,succ_m,succ_m,YDR178W and YJL045W and YKL141W and YLL041C,YJL045W
SUCD3_u6m_num2,fadh2_m,fadh2_m,YKL141W and YKL148C and YLL041C and YLR164W,YLL041C
SUCD3_u6m_num2,fadh2_m,fadh2_m,YKL141W and YKL148C and YLL041C and YLR164W,YLR164W
SUCD3_u6m_num2,fadh2_m,fadh2_m,YKL141W and YKL148C and YLL041C and YLR164W,YKL141W
SUCD3_u6m_num2,fadh2_m,fadh2_m,YKL141W and YKL148C and YLL041C and YLR164W,YKL148C
SUCD3_u6m_num2,q6_m,q6_m,YKL141W and YKL148C and YLL041C and YLR164W,YLL041C
SUCD3_u6m_num2,q6_m,q6_m,YKL141W and YKL148C and YLL041C and YLR164W,YLR164W
SUCD3_u6m_num2,q6_m,q6_m,YKL141W and YKL148C and YLL041C and YLR164W,YKL141W
SUCD3_u6m_num2,q6_m,q6_m,YKL141W and YKL148C and YLL041C and YLR164W,YKL148C
SUCD3_u6m_num3,fadh2_m,fadh2_m,YDR178W and YKL148C and YLL041C and YMR118C,YDR178W
SUCD3_u6m_num3,fadh2_m,fadh2_m,YDR178W and YKL148C and YLL041C and YMR118C,YLL041C
SUCD3_u6m_num3,fadh2_m,fadh2_m,YDR178W and YKL148C and YLL041C and YMR118C,YMR118C
