reactions,data_type,kcat,MW,kcat_MW
HYDFDN2r_reverse_num2,DLkcat,,,
HSDy_reverse_num2,DLkcat,,,
ILETA_reverse_num2,DLkcat,,,
LEUTA_reverse_num2,DLkcat,,,
KARA1_reverse_num2,DLkcat,,,
KARA1_reverse_num3,DLkcat,,,
KARA2_reverse_num2,DLkcat,,,
KARA2_reverse_num3,DLkcat,,,
LYSt2r_reverse_num2,DLkcat,,,
MTHFC_reverse_num2,DLkcat,,,
SERt2r_reverse_num2,DLkcat,,,
OCBT_reverse_num2,DLkcat,,,
OCBT_reverse_num3,DLkcat,,,
OCBT_reverse_num4,DLkcat,,,
TYRTA_reverse_num2,DLkcat,,,
SHK3Dr_reverse_num2,DLkcat,,,
PHETA1_reverse_num2,DLkcat,,,
TALA_reverse_num2,DLkcat,,,
POR_reverse_num2,DLkcat,,,
TKT1_reverse_num2,DLkcat,,,
3OAR40_reverse_num2,DLkcat,,,
3OAR60_reverse_num2,DLkcat,,,
3OAR80_reverse_num2,DLkcat,,,
